iter	Logloss
256	0.5513823095
257	0.5509482559
258	0.55068216
259	0.5502804531
260	0.5500473963
261	0.5497210771
262	0.5495414495
263	0.5491489854
264	0.5488897741
265	0.5483903273
266	0.5481325028
267	0.5478713837
268	0.5475651066
269	0.547277578
270	0.5469910054
271	0.5467218407
272	0.5464247463
273	0.5460828796
274	0.5456444455
275	0.5452891469
276	0.5449139359
277	0.544582214
278	0.5443583064
279	0.5439866569
280	0.5438325838
281	0.5435381255
282	0.5431467589
283	0.5428863426
284	0.5426445373
285	0.5422941271
286	0.5419302506
287	0.5416813594
288	0.5413662007
289	0.5408937898
290	0.5406070355
291	0.5400996402
292	0.5396861611
293	0.5393344342
294	0.539229365
295	0.5390218392
296	0.5386377735
297	0.5382737166
298	0.5380200511
299	0.5375232715
300	0.537146248
301	0.5368499066
302	0.5364397498
303	0.5359558749
304	0.5354954155
305	0.535228809
306	0.5349587713
307	0.5347033963
308	0.5344014582
309	0.5341391449
310	0.5337254827
311	0.5334514166
312	0.5329380846
313	0.5326364636
314	0.5322622007
315	0.531944993
316	0.531506894
317	0.5312758608
318	0.530884313
319	0.5306207401
320	0.5304017536
321	0.5300381541
322	0.5297610001
323	0.5294285061
324	0.5291080633
325	0.5287817448
326	0.5285297803
327	0.528180388
328	0.5278509502
329	0.5276194069
330	0.5273641037
331	0.5270577699
332	0.5266994094
333	0.5263297124
334	0.5259460357
335	0.5255582903
336	0.5252745281
337	0.5250384975
338	0.5247606667
339	0.5244740817
340	0.524307262
341	0.5239460824
342	0.523754395
343	0.5233617771
344	0.5230997188
345	0.5228067955
346	0.5224902036
347	0.5221394795
348	0.5218509193
349	0.5215536841
350	0.5212197177
351	0.5206413733
352	0.5205061997
353	0.520350659
354	0.5200912525
355	0.5196505926
356	0.519383141
357	0.5191288187
358	0.5188323111
359	0.5187042142
360	0.5183818386
361	0.5180404719
362	0.5177591931
363	0.5175024795
364	0.5171534974
365	0.516910644
366	0.5167270521
367	0.516477489
368	0.5161524137
369	0.5158917131
370	0.5155375807
371	0.515144368
372	0.5149175712
373	0.5146961993
374	0.5145060728
375	0.514281762
376	0.5140571563
377	0.5137034089
378	0.5134934952
379	0.5129614773
380	0.5127615402
381	0.5125138611
382	0.5121890871
383	0.5119540131
384	0.5116803847
385	0.5115145344
386	0.5112398863
387	0.5111160968
388	0.5108823215
389	0.510694369
390	0.5102609898
391	0.5100097233
392	0.5097480399
393	0.5094609679
394	0.5092205688
395	0.5089102884
396	0.5085840724
397	0.5082506809
398	0.507926864
399	0.5075557584
400	0.5073668385
401	0.5071141235
402	0.506928279
403	0.506695083
404	0.5064138985
405	0.5060373778
406	0.5056975148
407	0.505555055
408	0.5053137834
409	0.5051029778
410	0.5047442151
411	0.5044965649
412	0.5043724219
413	0.5041547414
414	0.5038294751
415	0.5035012088
416	0.5033874989
417	0.5030779875
418	0.5028211943
419	0.5025520249
420	0.502316469
421	0.5020427076
422	0.5016807816
423	0.5013855845
424	0.5011179028
425	0.5008608938
426	0.5006148861
427	0.5002207639
428	0.4998989858
429	0.4996076122
430	0.4993369179
431	0.4989147586
432	0.4987533065
433	0.4983260524
434	0.4980554683
435	0.497820172
436	0.4975336678
437	0.4973780744
438	0.4971360926
439	0.4969457031
440	0.4967020746
441	0.4964711671
442	0.496102632
443	0.4957858401
444	0.4955854446
445	0.4952618867
446	0.494948784
447	0.4946575501
448	0.4945193777
449	0.4941493487
450	0.4938155141
451	0.4936143987
452	0.4933794922
453	0.4929323766
454	0.4926993368
455	0.4924012214
456	0.4919056618
457	0.4915583378
458	0.4913553379
459	0.4911811258
460	0.4909167174
461	0.4906190969
462	0.4903766729
463	0.4901576242
464	0.4899123804
465	0.4895957443
466	0.4894149457
467	0.4891446154
468	0.4888521267
469	0.4885477991
470	0.4882883971
471	0.4881220081
472	0.4879026341
473	0.4876629717
474	0.4875123929
475	0.4872113092
476	0.4869379352
477	0.4866938499
478	0.4864190621
479	0.4860125729
480	0.4856818962
481	0.4854954722
482	0.4852607133
483	0.4850440323
484	0.4847254377
485	0.4844966155
486	0.4843344601
487	0.4840363889
488	0.483722831
489	0.483354782
490	0.4831824601
491	0.4829654348
492	0.4826378567
493	0.4824833467
494	0.4823147771
495	0.4820590178
496	0.4818180415
497	0.4815333156
498	0.4812405924
499	0.4810112947
500	0.4807189655
501	0.4803278173
502	0.4801450672
503	0.4799131943
504	0.4796867856
505	0.4795091509
506	0.4792159304
507	0.4790621647
508	0.4786692452
509	0.4783341537
510	0.4779762479
511	0.477716767
512	0.4774454736
513	0.4771472888
514	0.4769771791
515	0.4766317756
516	0.4764986495
517	0.4762856393
518	0.4760795428
519	0.4758670148
520	0.4755297926
521	0.4753304798
522	0.475143856
523	0.4746404399
524	0.4743985026
525	0.4740701346
526	0.4738777733
527	0.4735791554
528	0.4733710049
529	0.4730178937
530	0.4726134739
531	0.4724238872
532	0.4718852505
533	0.4716443491
534	0.471464097
535	0.4712448425
536	0.4710429648
537	0.4708284704
538	0.4706561361
539	0.470402928
540	0.4701196127
541	0.4698968736
542	0.4696303036
543	0.4693224564
544	0.4691243963
545	0.4686518828
546	0.4684312686
547	0.4682202566
548	0.4680497734
549	0.4676759787
550	0.4673873568
551	0.4669357251
552	0.4667826273
553	0.4663977681
554	0.4659970637
555	0.4657448747
556	0.4654383494
557	0.4651681266
558	0.4648850848
559	0.4646305495
560	0.4644004156
561	0.4641700952
562	0.4638026735
563	0.4634442816
564	0.4630547451
565	0.4627946253
566	0.4625944765
567	0.4624728801
568	0.4622637151
569	0.461862087
570	0.4616942888
571	0.4614364836
572	0.4611669457
573	0.4608555905
574	0.4606481947
575	0.4603020545
576	0.4601349967
577	0.4598606241
578	0.4596807835
579	0.4594185446
580	0.4592728525
581	0.4590007754
582	0.4587552194
583	0.4584731319
584	0.4582694903
585	0.4579282653
586	0.457695248
587	0.4574780957
588	0.4571282878
589	0.4568317747
590	0.4566059187
591	0.4563902719
592	0.4561646108
593	0.4558800885
594	0.4556771805
595	0.4554185477
596	0.4552075771
597	0.4549198923
598	0.454563679
599	0.4543962367
600	0.4540087338
601	0.453698516
602	0.4533938195
603	0.4532051491
604	0.4530770057
605	0.4527527334
606	0.4526273201
607	0.4524254959
608	0.4522029744
609	0.4520044426
610	0.4518437928
611	0.4515244465
612	0.4512429242
613	0.4510604771
614	0.4507742487
615	0.4505695784
616	0.4503604339
617	0.4501545428
618	0.4497957192
619	0.4495769509
620	0.4492535839
621	0.4490698323
622	0.4488469473
623	0.4486799077
624	0.4485075642
625	0.4483343399
626	0.4480332625
627	0.4477786689
628	0.4476051257
629	0.4474239698
630	0.4470999204
631	0.4468218789
632	0.4466222706
633	0.4464054934
634	0.4462937767
635	0.4460819685
636	0.4457714623
637	0.4455786114
638	0.4453105999
639	0.445091376
640	0.4448729642
641	0.4445939108
642	0.4444095022
643	0.4440758836
644	0.4439383368
645	0.4436050868
646	0.4434197442
647	0.4431771745
648	0.4429565178
649	0.4426542035
650	0.4424368639
651	0.4422827383
652	0.4420360133
653	0.4417320507
654	0.4415489138
655	0.441191689
656	0.4408426276
657	0.440558876
658	0.4401918573
659	0.4399881903
660	0.4397288515
661	0.4394259587
662	0.4391884733
663	0.4389135329
664	0.4385952581
665	0.4383939299
666	0.4381581268
667	0.4378969425
668	0.4376483617
669	0.4373908176
670	0.4369307171
671	0.4366932303
672	0.4364321408
673	0.4362098261
674	0.4360311218
675	0.4357442214
676	0.4355084315
677	0.4352689011
678	0.4350821585
679	0.4346959357
680	0.4344359211
681	0.4341684786
682	0.4338945026
683	0.4335618949
684	0.4333343402
685	0.4330065954
686	0.4327428819
687	0.4324877212
688	0.4321188993
689	0.4319245921
690	0.4316521884
691	0.4314451689
692	0.4311144084
693	0.4308966409
694	0.4305093333
695	0.4302193024
696	0.4299616054
697	0.4298069353
698	0.4295454668
699	0.429219466
700	0.4290479702
701	0.4288802106
702	0.4286679219
703	0.428456612
704	0.4281015164
705	0.427830985
706	0.4275788478
707	0.4273424769
708	0.4270637378
709	0.4268528695
710	0.4265834555
711	0.4262572145
712	0.4259042318
713	0.4256741616
714	0.4254419435
715	0.425317745
716	0.4251168295
717	0.4247912572
718	0.4245746981
719	0.4242349446
720	0.4240403673
721	0.4238811869
722	0.4237065777
723	0.4234618124
724	0.4232619421
725	0.4229662267
726	0.4227272919
727	0.4225558083
728	0.4223940456
729	0.4221181344
730	0.4218048145
731	0.4215360649
732	0.4213692193
733	0.4209926598
734	0.4207194313
735	0.4204717896
736	0.4202839317
737	0.4199974297
738	0.4198610682
739	0.4196716377
740	0.4194527595
741	0.4191592444
742	0.4190028293
743	0.4187246124
744	0.4184378841
745	0.4181721693
746	0.4179521847
747	0.4177596236
748	0.4175743031
749	0.41740797
750	0.417267692
751	0.4170711167
752	0.4167916445
753	0.4165984649
754	0.4164398212
755	0.4160889888
756	0.4158819052
757	0.4155843812
758	0.4152973701
759	0.4151257787
760	0.4149467893
761	0.4147106948
762	0.4144351796
763	0.4141463953
764	0.4138803075
765	0.4135842512
766	0.4133444008
767	0.4131203734
768	0.4128204196
769	0.4124056954
770	0.4121847817
771	0.4120578063
772	0.4118675572
773	0.411636286
774	0.4113928871
775	0.4111651505
776	0.4109395939
777	0.4107640233
778	0.4105348434
779	0.410325661
780	0.4100818634
781	0.4099010167
782	0.4096793921
783	0.4094402809
784	0.4091050543
785	0.4088771701
786	0.4086434774
787	0.4084749924
788	0.4081887148
789	0.407925745
790	0.4077293658
791	0.4075633315
792	0.4073754952
793	0.4071348456
794	0.4069136175
795	0.4066632491
796	0.4064623373
797	0.4062675916
798	0.4061287864
799	0.4059466267
800	0.4056567763
801	0.4054936104
802	0.405344927
803	0.405178069
804	0.4050287921
805	0.4048050014
806	0.4045543966
807	0.4043546452
808	0.4041383978
809	0.4038696226
810	0.4036672032
811	0.4034343163
812	0.4032306877
813	0.4030306018
814	0.4028829043
815	0.4026882975
816	0.4025103806
817	0.4022730525
818	0.4020908524
819	0.4019239958
820	0.4017046648
821	0.4013176142
822	0.4011722803
823	0.4010626276
824	0.4008599403
825	0.4006585301
826	0.4004791678
827	0.400301544
828	0.4000733846
829	0.3998113235
830	0.3996425578
831	0.3994559928
832	0.3992688518
833	0.3990365104
834	0.3988425052
835	0.3985410676
836	0.3983114016
837	0.398062684
838	0.3978690083
839	0.3976789187
840	0.397468912
841	0.3972311241
842	0.3969695068
843	0.3966401702
844	0.3963899438
845	0.3961968286
846	0.3959023889
847	0.3956692287
848	0.3954813212
849	0.3953053204
850	0.3951725239
851	0.3949684684
852	0.3948056447
853	0.3944923103
854	0.3942946828
855	0.3940463101
856	0.3938769401
857	0.3937357676
858	0.3935163348
859	0.3933501887
860	0.3931539666
861	0.3929673059
862	0.39286721
863	0.3926393672
864	0.3924106042
865	0.3922240772
866	0.3919280336
867	0.391744816
868	0.391487465
869	0.391257937
870	0.3910391195
871	0.3908484102
872	0.3905070389
873	0.390321848
874	0.3900224226
875	0.3898853881
876	0.3897042121
877	0.3894913522
878	0.3892521397
879	0.3890141724
880	0.3887660936
881	0.388426116
882	0.388264503
883	0.3880490792
884	0.3879569728
885	0.3877285507
886	0.3875501877
887	0.3872945835
888	0.3871381092
889	0.3869525993
890	0.3866982617
891	0.3864450755
892	0.386259269
893	0.3861242545
894	0.3859292176
895	0.3857859714
896	0.3855860009
897	0.3854587639
898	0.3852297795
899	0.3849351941
900	0.3847369061
901	0.3844811408
902	0.3842940928
903	0.3840575765
904	0.3838068023
905	0.3836446032
906	0.3833805752
907	0.3831193521
908	0.3827626666
909	0.3824921208
910	0.382350865
911	0.382215776
912	0.3821117886
913	0.3818506001
914	0.3815610741
915	0.3813953134
916	0.3812280755
917	0.3810875272
918	0.3809554262
919	0.3806359907
920	0.3804798574
921	0.3802903989
922	0.3801706162
923	0.3799707468
924	0.3797664297
925	0.3794844543
926	0.3791555608
927	0.3789472342
928	0.3786763349
929	0.3784491728
930	0.3782011316
931	0.3780710985
932	0.3779298138
933	0.3778120649
934	0.3776147074
935	0.3774331885
936	0.3773083398
937	0.3770734888
938	0.3767460379
939	0.3765826617
940	0.376430413
941	0.3762217672
942	0.3759339517
943	0.3757390669
944	0.375519825
945	0.3753346037
946	0.3750864053
947	0.3748776175
948	0.3746544133
949	0.3743378413
950	0.3741167409
951	0.3739530402
952	0.3738197212
953	0.3735728852
954	0.3734513063
955	0.3732597633
956	0.3730966204
957	0.3728863488
958	0.3727500727
959	0.3726142692
960	0.3723089111
961	0.3720733547
962	0.3719005427
963	0.3717011751
964	0.3715782207
965	0.3713850998
966	0.3712519365
967	0.371089391
968	0.370827963
969	0.3706455163
970	0.3703941308
971	0.3702465497
972	0.3700912498
973	0.3699010679
974	0.3696922274
975	0.369518568
976	0.3693105737
977	0.3691587642
978	0.368943132
979	0.3687593354
980	0.3686193926
981	0.3684916908
982	0.3682875741
983	0.3680518701
984	0.3678684722
985	0.3677348142
986	0.3675630211
987	0.3673859578
988	0.3671865857
989	0.3669404122
990	0.3667040566
991	0.3664358473
992	0.3662051708
993	0.3661435276
994	0.3659073794
995	0.3657698012
996	0.3655970123
997	0.3654930305
998	0.3653158131
999	0.365102118
